2025-06-01T10:44:18.235260,14.0,40.0,-7.06,155.53,Form,0.0,0.0,True
2025-06-01T10:44:26.165774,45.0,35.5,-35.08,146.69,Form,0.0,0.0,True
2025-06-01T10:44:31.000593,12.0,-10.0,-125.33,171.04,Form,0.0,0.0,True
2025-06-01T10:44:35.933653,-10.0,12.0,44.29,171.04,Form,0.0,0.0,True
2025-06-01T10:44:43.648041,54.0,-87.0,-117.38,118.41,Form,0.0,0.0,True
2025-06-01T10:44:51.069105,54.0,-2.0,-76.45,148.65,Form,0.0,0.0,True
2025-06-01T10:44:57.270430,90.0,100.0,0.29,95.45,Form,0.0,0.0,True
2025-06-01T10:45:05.934002,100.0,-100.0,-90.0,90.0,Form,0.0,0.0,True
2025-06-01T10:45:14.965024,91.5,45.0,-33.16,118.69,Form,0.0,0.0,True
2025-06-01T10:45:24.799403,102.0,20.0,-47.59,117.37,Form,0.0,0.0,True
2025-06-01T10:45:45.110759,154.0,-99.0,-56.48,47.48,Form,0.0,0.0,True
2025-06-01T10:45:57.662555,33.0,89.0,7.99,123.33,Form,0.0,0.0,True
2025-06-01T10:46:07.163703,54.0,-98.0,-117.13,111.96,Form,0.0,0.0,True
2025-06-01T10:46:16.007082,62.0,120.0,15.16,95.04,Form,0.0,0.0,True
2025-06-01T10:46:24.465104,120.0,120.0,13.05,63.9,Form,0.0,0.0,True
2025-06-01T10:46:33.940017,12.0,120.0,31.37,105.83,Form,0.0,0.0,True
2025-06-01T10:46:47.884008,87.0,99.0,-0.09,97.56,Form,0.0,0.0,True
2025-06-01T10:46:56.495632,20.0,30.0,-23.3,159.23,Form,0.0,0.0,True
2025-06-01T10:47:02.305502,45.0,45.0,-26.45,142.89,Form,0.0,0.0,True
2025-06-01T10:47:13.792682,48.5,102.0,8.95,111.23,Form,0.0,0.0,True
2025-06-01T10:47:21.760271,1.5,100.0,29.14,119.99,Form,0.0,0.0,True
2025-06-01T10:47:34.946697,40.0,56.0,-15.41,139.75,Form,0.0,0.0,True
2025-06-01T10:47:42.893305,-20.0,-100.0,-160.65,118.69,Form,0.0,0.0,True
2025-06-01T10:47:50.377648,-40.0,-100.0,-169.22,114.83,Form,0.0,0.0,True
2025-06-01T10:47:57.383487,-98.0,-32.0,-220.89,117.94,Form,0.0,0.0,True
2025-06-01T10:48:06.347561,-36.0,-11.0,-242.16,158.3,Form,0.0,0.0,True
2025-06-01T10:48:16.239358,73.0,-75.0,-104.22,116.89,Form,0.0,0.0,True
2025-06-01T10:48:50.211898,56.0,35.0,-38.71,141.44,Form,0.0,0.0,True
2025-06-01T10:48:56.046104,66.0,23.0,-50.33,139.09,Form,0.0,0.0,True
2025-06-01T10:49:00.591311,33.0,11.0,-61.55,159.97,Form,0.0,0.0,True
2025-06-01T10:49:05.387056,70.0,23.0,-50.19,136.76,Form,0.0,0.0,True
2025-06-01T10:49:11.457679,1.0,2.0,-25.92,178.72,Form,0.0,0.0,True
2025-06-01T10:49:15.901734,3.0,4.0,-35.44,177.13,Form,0.0,0.0,True
2025-06-01T10:49:19.943778,5.0,4.0,-49.51,176.33,Form,0.0,0.0,True
2025-06-01T10:49:25.582147,9.0,8.0,-44.91,173.1,Form,0.0,0.0,True
2025-06-01T10:49:29.409123,7.0,6.0,-46.76,174.72,Form,0.0,0.0,True
2025-06-01T10:49:33.797093,50.0,67.0,-12.02,130.58,Form,0.0,0.0,True
2025-06-01T10:49:39.172825,45.0,12.0,-61.6,153.07,Form,0.0,0.0,True
2025-06-01T10:49:44.453719,21.0,9.0,-60.24,166.88,Form,0.0,0.0,True
2025-06-01T10:49:52.795465,49.0,99.0,7.19,112.95,Form,0.0,0.0,True
2025-06-01T10:50:00.868778,93.0,71.0,-16.84,108.39,Form,0.0,0.0,True
2025-06-01T10:50:08.413592,24.0,89.0,12.35,125.11,Form,0.0,0.0,True
2025-06-01T10:50:14.831698,34.0,91.0,8.57,121.88,Form,0.0,0.0,True
2025-06-01T10:50:36.188319,1.0,9.0,-3.75,174.81,Form,0.0,0.0,True
2025-06-01T10:50:40.858098,1.0,8.0,-4.81,175.38,Form,0.0,0.0,True
2025-06-01T10:50:45.663182,3.0,8.0,-18.11,175.1,Form,0.0,0.0,True
2025-06-01T10:50:49.395112,5.0,8.0,-29.3,174.59,Form,0.0,0.0,True
2025-06-01T10:50:54.363050,11.0,56.0,5.47,146.84,Form,0.0,0.0,True
2025-06-01T10:50:59.253965,-11.0,56.0,27.69,146.84,Form,0.0,0.0,True
2025-06-01T10:51:06.323064,13.0,-13.0,-129.73,169.45,Form,0.0,0.0,True
2025-06-01T10:51:10.796220,14.0,-14.0,-129.32,168.64,Form,0.0,0.0,True
2025-06-01T10:51:17.237478,18.0,-23.0,-133.56,163.21,Form,0.0,0.0,True
2025-06-01T10:51:22.607290,-23.0,18.0,60.35,163.21,Form,0.0,0.0,True
2025-06-01T10:51:31.335190,33.0,-33.0,-121.51,153.01,Form,0.0,0.0,True
2025-06-01T10:51:46.765768,36.0,22.0,-46.39,155.64,Form,0.0,0.0,True
2025-06-01T10:51:55.604081,77.0,-99.6,-103.28,101.98,Form,0.0,0.0,True
2025-06-01T10:52:01.334527,66.6,66.6,-16.91,123.81,Form,0.0,0.0,True
2025-06-01T10:52:07.511855,33.0,44.0,-20.91,148.08,Form,0.0,0.0,True
2025-06-01T10:52:20.848031,19.7,79.2,10.12,131.83,Form,0.0,0.0,True
2025-06-01T11:06:56.530450,22.0,22.0,-36.05,162.1,Form,0.0,0.0,True
2025-06-01T11:07:01.974456,33.0,45.0,-20.05,147.6,Form,0.0,0.0,True
2025-06-01T11:07:12.537686,66.0,66.0,-17.18,124.36,Form,0.0,0.0,True
2025-06-01T11:07:15.953905,55.0,55.0,-22.11,134.23,Form,0.0,0.0,True
2025-06-01T11:07:20.488882,70.0,74.0,-12.79,118.76,Form,0.0,0.0,True
12.0,2.0,-77.05,173.03,True,2025-06-01T11:20:20.058868,Form,0.03,0.0
12.0,2.0,-77.05,173.03,True,2025-06-01T11:20:28.062686,Form,0.03,0.0
50.0,6.0,-68.57,150.83,True,2025-06-01T11:20:37.882785,Form,0.01,0.0
